post_id,comment_id,support_tags,created_utc
k8h4oj,gexx3gx,"Information Support, Esteem Support",1607349975
k8h4oj,geylgei,Information Support,1607362298
k8h4oj,gey74wi,Information Support,1607355691
k8h4oj,gey6r02,Information Support,1607355493
k841p6,gewburj,"Emotional Support, Esteem Support, Group Interaction",1607304696
k841p6,gewelkr,"Information Support, Emotional Support",1607306246
k841p6,gewr2pg,"Emotional Support, Esteem Support",1607313405
k7z0o3,gev9wjp,"Information Support, Emotional Support, Esteem Support",1607285371
k7z0o3,jtrdgo1,Information Support,1690516720
k7z0o3,jtrz7br,"Information Support, Group Interaction",1690531116
k7z0o3,jtufi09,"Information Support, Emotional Support, Esteem Support",1690572259
k7nhox,gesevqg,Information Support,1607236385
k7mza4,gijdxwx,"Information Support, Emotional Support",1610112232
k7mza4,gesl2n2,Information Support,1607239810
k7ksq8,gijdn70,"Information Support, Emotional Support",1610112033
k7ksq8,gerx7ih,"Information Support, Emotional Support, Esteem Support",1607226862
k79u2m,gijcy0j,Information Support,1610111555
k795f3,gepftvz,"Information Support, Esteem Support",1607183124
k72blz,gijbgg3,"Information Support, Emotional Support",1610110484
k72blz,gesn6wb,"Emotional Support, Group Interaction",1607240796
k6yx1u,geo3tmf,Information Support,1607141492
k6y9yx,gentgix,"Information Support, Emotional Support, Esteem Support, Group Interaction",1607134891
k6wfad,genxo09,"Information Support, Emotional Support, Esteem Support, Group Interaction",1607137514
k6wfad,gentt3l,"Information Support, Emotional Support, Esteem Support",1607135104
k6wfad,geno6kz,"Esteem Support, Tangible Assistance, Group Interaction",1607131730
k6t560,gennqpi,"Emotional Support, Group Interaction",1607131469
k6t560,geo0w6n,"Emotional Support, Esteem Support, Tangible Assistance",1607139591
k6d9ie,gij9hyn,"Information Support, Emotional Support",1610108972
k6d9ie,gekzrkw,Information Support,1607078832
k6090c,gelrgmb,"Information Support, Emotional Support, Esteem Support",1607096526
k606om,gij8s5g,"Information Support, Esteem Support",1610108375
k5t08l,gegvehj,"Emotional Support, Esteem Support",1606982935
k5scuz,gegwa3t,"Information Support, Emotional Support, Esteem Support",1606983799
k5scuz,gehnipf,"Information Support, Esteem Support",1607007190
k5rip4,gi185xr,"Information Support, Emotional Support, Esteem Support",1609733028
k5rip4,gehaa5m,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1606998427
k5rip4,gehsooc,"Information Support, Emotional Support, Esteem Support, Tangible Assistance, Group Interaction",1607009899
k5rip4,gelqis0,"Information Support, Emotional Support, Esteem Support",1607096050
k5rip4,geoc2gj,"Information Support, Emotional Support, Esteem Support",1607147333
k5qqvl,gi17rym,"Information Support, Emotional Support, Group Interaction",1609732826
k5qqvl,geocobf,"Emotional Support, Tangible Assistance",1607147822
k5n0xy,gi16y9x,"Information Support, Emotional Support",1609732403
k5n0xy,gefu8tt,"Information Support, Emotional Support, Esteem Support",1606958172
k5imc6,gi15hsx,"Information Support, Esteem Support",1609731663
k5g5vx,gi12vas,"Information Support, Esteem Support",1609730256
k5ei46,gi12hmn,"Information Support, Emotional Support, Esteem Support",1609730051
k5ei46,gel1l92,Information Support,1607080339
k5ei46,gjycpiv,Information Support,1611157625
k57w6c,gi11orx,"Information Support, Emotional Support, Esteem Support",1609729626
k57w6c,geeuemc,,1606941384
k57w6c,gel24jd,,1607080750
k51rri,gi1109h,"Information Support, Esteem Support",1609729256
k4vgme,gebjbv9,"Emotional Support, Esteem Support",1606870855
k4vgme,gecfyfu,"Information Support, Emotional Support, Esteem Support",1606891119
k4vgme,gech22m,"Information Support, Esteem Support, Group Interaction",1606892050
k4ooyx,geafkwy,"Information Support, Emotional Support, Esteem Support, Tangible Assistance, Group Interaction",1606851053
k4ooyx,geatn0g,,1606857609
k4cotm,ge865xn,,1606795505
k4cotm,ge8anrq,"Information Support, Esteem Support",1606798224
k4cotm,ge91ygk,Information Support,1606823735
k4cotm,geapoa7,"Information Support, Group Interaction",1606855729
k4cotm,ghnpnhf,Information Support,1609460921
k4agzv,ge92o22,"Information Support, Esteem Support, Tangible Assistance",1606824416
k4agzv,ghnnhba,"Emotional Support, Esteem Support",1609459661
k49pwl,ge7xmzt,Information Support,1606790722
k49pwl,ge7yros,"Information Support, Emotional Support",1606791341
k49pwl,ge862yy,"Emotional Support, Esteem Support, Group Interaction",1606795460
k49pwl,ge895hv,Emotional Support,1606797259
k47wum,ge7bvh0,"Esteem Support, Group Interaction",1606779521
k47wum,ge7mrds,"Emotional Support, Esteem Support",1606784940
k47wum,ghnmwon,"Emotional Support, Esteem Support, Group Interaction",1609459322
k46tlb,ge76nof,"Information Support, Emotional Support",1606777278
k4319e,ge6fusp,"Emotional Support, Esteem Support",1606764862
k4319e,ge6ll2p,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1606767533
k4319e,ge6w7xb,"Information Support, Emotional Support, Esteem Support",1606772601
k4319e,ge7eyzi,Information Support,1606780866
k3zuj6,ghhtr9a,"Information Support, Esteem Support",1609332725
k3zuj6,ge6oj0m,Group Interaction,1606768911
k3xw33,ghhthqs,Information Support,1609332503
k3t4w2,ge4wtd1,,1606730875
k3p1li,ge4zhsc,"Esteem Support, Group Interaction",1606733835
k3p1li,ge5ddy1,"Information Support, Emotional Support, Esteem Support",1606745608
k3m2hu,ge4c8yn,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1606712237
k3fnig,ge3fqcj,"Information Support, Esteem Support",1606693355
k3fnig,ge419yf,"Information Support, Esteem Support",1606705418
k399vk,ge1n51o,"Emotional Support, Esteem Support",1606664661
k399vk,ge1ehyq,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1606661566
k35lsj,ge16hor,"Emotional Support, Esteem Support, Group Interaction",1606658402
k33v8i,gdzivzw,"Information Support, Emotional Support, Esteem Support",1606630782
k32sbc,gdz6mcz,"Information Support, Esteem Support",1606624308
k326zk,gh1qwqj,"Information Support, Emotional Support, Esteem Support",1608958066
k326zk,gdz45u1,"Emotional Support, Esteem Support, Group Interaction",1606622735
k321pd,gh1qc9p,"Information Support, Esteem Support",1608957619
k321pd,gefkr6w,"Information Support, Emotional Support, Esteem Support",1606953474
k2njs8,gh1oisk,"Information Support, Emotional Support, Tangible Assistance, Group Interaction",1608956220
k2njs8,gdvj2mz,"Information Support, Emotional Support, Esteem Support",1606574383
k2njs8,gdvt5xu,"Information Support, Esteem Support, Tangible Assistance",1606578731
k2njs8,gdwexh7,"Emotional Support, Esteem Support, Tangible Assistance, Group Interaction",1606586930
k2hy1w,gdug8ec,"Information Support, Esteem Support, Group Interaction",1606547956
k2e9ze,gdtqby5,Group Interaction,1606529010
k2e9ze,gdtx84y,Esteem Support,1606533425
k2930u,gefld7q,"Information Support, Emotional Support, Esteem Support",1606953800
k27k39,gdt4jbv,"Information Support, Emotional Support, Esteem Support",1606516009
k27k39,gekvvgi,Information Support,1607074756
k22jtb,gdsohz5,Information Support,1606507087
k22jtb,gdy5eg2,"Information Support, Emotional Support, Group Interaction",1606608195
k1yl50,gds1kam,Information Support,1606495880
k1yl50,gdt69z1,,1606516998
k1yl50,gdslnyj,"Information Support, Emotional Support, Esteem Support",1606505518
k1tln0,gdqkzjz,"Tangible Assistance, Group Interaction",1606454043
k1tln0,gdqhsvc,"Information Support, Emotional Support",1606451724
k1tln0,gdtv8eg,"Information Support, Tangible Assistance, Group Interaction",1606532114
k1f7d4,gdo4hjs,"Emotional Support, Esteem Support",1606404367
k1f7d4,gdns089,Information Support,1606397242
k1bp4e,gduh1ib,"Information Support, Emotional Support, Tangible Assistance",1606548738
k1bebg,hi9nwx0,"Information Support, Emotional Support, Esteem Support, Group Interaction",1635354004
k1b0hn,ge02vmd,Emotional Support,1606639844
k17odn,gdmljqm,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1606365054
k13tra,gdmmmgo,"Information Support, Esteem Support",1606365798
k12eyw,gdlodvl,Esteem Support,1606344901
k0p35w,gdkp1bj,"Information Support, Group Interaction",1606326902
k0mp8s,gdl7sdu,Group Interaction,1606336236
k0mp8s,gdlo8jf,Group Interaction,1606344820
k0mp8s,gdzo2pl,"Emotional Support, Group Interaction",1606633144
k04yqi,gdg48en,"Information Support, Emotional Support, Esteem Support, Group Interaction",1606229519
k04yqi,gdg47l6,"Information Support, Esteem Support",1606229506
k04yqi,gdlpien,"Information Support, Emotional Support, Esteem Support",1606345524
k015xr,gdg4syb,"Information Support, Emotional Support, Esteem Support",1606229826
jzyx95,gdeyy01,"Information Support, Emotional Support, Esteem Support",1606198224
jzy5ig,gdmms0s,"Information Support, Emotional Support",1606365907
jzwnpy,gdlpl4y,Information Support,1606345566
jzvr61,gdebld4,"Information Support, Emotional Support, Esteem Support, Group Interaction",1606184014
jzvr61,gdegu4a,"Information Support, Emotional Support, Esteem Support",1606186799
jzvr61,gdflm33,"Information Support, Esteem Support",1606219606
jzs780,gde1km8,"Information Support, Emotional Support, Esteem Support, Group Interaction",1606178629
jzesg7,gdf0n42,"Emotional Support, Esteem Support, Group Interaction",1606199586
jzdfin,gdbs37t,"Information Support, Esteem Support",1606136382
jz9yko,gdonmef,"Information Support, Emotional Support, Esteem Support",1606414108
jz7awk,gdbacwu,"Information Support, Emotional Support, Esteem Support, Group Interaction",1606118326
jz4dmn,gda4rqa,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1606091237
jz4dmn,gdaucr8,"Information Support, Emotional Support, Tangible Assistance",1606105443
jz44ex,gd9lqlb,"Information Support, Emotional Support, Esteem Support",1606082255
jz23cw,gdgkupd,"Emotional Support, Esteem Support, Group Interaction",1606237441
jypp16,gd8e7sj,"Information Support, Esteem Support",1606063530
jypbb1,gd9lp7o,"Information Support, Emotional Support, Esteem Support, Group Interaction",1606082236
jymuvs,gd5jkej,"Information Support, Esteem Support",1606015291
jymuvs,gd9rbpz,"Information Support, Esteem Support",1606085127
jyiow0,gd45d2w,"Tangible Assistance, Group Interaction",1605994622
jyhphb,gd4sbmw,"Information Support, Emotional Support, Esteem Support",1606003290
jyhphb,gda6dfg,"Information Support, Emotional Support, Tangible Assistance",1606091958
jyfxyp,gdaqngb,"Information Support, Esteem Support, Group Interaction",1606103159
jyburv,gd2e4ue,Information Support,1605971921
jyburv,gd2f16z,Information Support,1605972372
jyburv,gd4ttau,"Information Support, Emotional Support, Esteem Support, Group Interaction",1606004129
jy13ep,gd12rrc,Information Support,1605947261
jxyk4r,gczo5bp,"Information Support, Esteem Support",1605913177
jxye3d,gczpkk2,"Information Support, Emotional Support, Esteem Support, Tangible Assistance, Group Interaction",1605913921
jxxnts,gd0omh1,Information Support,1605934951
jxwkdu,gczgrwy,"Information Support, Emotional Support, Esteem Support, Tangible Assistance, Group Interaction",1605909348
jxtltv,gcypcca,"Information Support, Esteem Support, Group Interaction",1605895798
jxmboj,gcxs6xx,Emotional Support,1605878388
jxmboj,gcy3vss,"Emotional Support, Esteem Support",1605885353
jxmboj,gcyxl77,"Information Support, Esteem Support, Group Interaction",1605899755
jxmboj,gczfcmd,"Information Support, Emotional Support, Group Interaction",1605908603
jxjtgt,gcxly1u,"Information Support, Emotional Support, Tangible Assistance, Group Interaction",1605873233
jxamzc,gcwat7g,Information Support,1605836285
jxamzc,gcwz9hf,"Emotional Support, Group Interaction",1605850805
jxa9ap,gcx0i1h,"Information Support, Emotional Support, Esteem Support, Tangible Assistance, Group Interaction",1605851776
jx6q68,gcuvgvt,"Emotional Support, Esteem Support",1605812498
jx6q68,gcv69sj,"Esteem Support, Group Interaction",1605817643
jx6q68,gcvvztj,"Emotional Support, Esteem Support, Group Interaction",1605828345
jx6gos,gcuggh0,"Emotional Support, Esteem Support",1605805562
jx5yiy,gcvjdod,"Information Support, Emotional Support, Esteem Support, Group Interaction",1605823025
jx3e2p,gcu7og2,"Information Support, Emotional Support, Esteem Support",1605801377
jx0y3x,gcto9qu,Information Support,1605790032
jx0y3x,gcu01o3,,1605797437
jx0y3x,gcxtrpe,"Information Support, Group Interaction",1605879478
jx0y3x,gctz72y,"Information Support, Tangible Assistance",1605796972
jx0y3x,gcusel0,Information Support,1605811074
jwyyrl,gct99wg,"Information Support, Esteem Support",1605775134
jwyyrl,gct9h6g,"Information Support, Esteem Support",1605775339
jwyyrl,gct9e4y,"Esteem Support, Group Interaction",1605775253
jwyyrl,gdb3c0h,Information Support,1606111956
jwybd8,gct4xaj,Information Support,1605770924
jwybd8,gcucdra,"Information Support, Emotional Support",1605803648
jwwpnh,gct8pif,"Emotional Support, Esteem Support",1605774553
jwt1v5,gcvgrir,"Information Support, Esteem Support",1605821992
jwrdgy,gcsd6nz,"Information Support, Emotional Support, Esteem Support",1605752149
jwrdgy,gcrx0ps,,1605743317
jwi8v0,gcrp89g,,1605739860
jwhqn5,gcq6tk8,"Information Support, Esteem Support",1605714119
jwhqn5,gcrjdlg,"Emotional Support, Esteem Support",1605737116
jw9xjp,gcpksbv,"Information Support, Group Interaction",1605699813
jw9xjp,gcozft6,"Information Support, Emotional Support",1605678717
jw9xjp,gd5hyye,"Information Support, Emotional Support",1606014321
jw9ud3,gcozylt,"Emotional Support, Esteem Support",1605679140
jw3prk,gco4fro,"Information Support, Esteem Support",1605659731
jvt67d,gcmd2ii,"Information Support, Esteem Support",1605629287
jvt67d,gcn9xls,"Information Support, Emotional Support, Esteem Support",1605644385
jvot4y,gcnba6z,"Information Support, Group Interaction",1605644998
jvl0o6,gcmzoin,"Information Support, Esteem Support, Group Interaction",1605639671
jvcnuc,gcivdnc,"Emotional Support, Esteem Support, Group Interaction",1605553834
jvcnuc,gcj5889,Emotional Support,1605558063
jvcnuc,gcizv3e,Group Interaction,1605555676
jvcnuc,gcj1t1m,"Information Support, Esteem Support",1605556488
jvcnuc,gcizvyl,"Information Support, Emotional Support, Esteem Support",1605555685
jvcnuc,gcj5yes,"Emotional Support, Esteem Support, Group Interaction",1605558403
jvcnuc,gckbe6k,"Information Support, Emotional Support, Esteem Support, Group Interaction",1605576306
jvcnuc,gcjc2ag,Esteem Support,1605560765
jvcnuc,gcjaout,"Esteem Support, Group Interaction",1605560232
jvcnuc,gcju4y7,"Emotional Support, Esteem Support, Group Interaction",1605567991
jvcnuc,gck329c,"Emotional Support, Esteem Support, Group Interaction",1605571773
jvcnuc,gck46qp,"Information Support, Esteem Support",1605572372
jvcnuc,gckl4ym,Esteem Support,1605581498
jvcnuc,gcl3aas,Group Interaction,1605593034
jvcnuc,gcnajg0,Group Interaction,1605644659
jvcnuc,gcpdknh,"Information Support, Emotional Support, Esteem Support",1605692157
jvcnuc,gd0d4pd,"Emotional Support, Group Interaction",1605927517
jvcnuc,gdd2f76,"Emotional Support, Group Interaction",1606161044
jvcnuc,gfwuc9y,"Emotional Support, Esteem Support, Group Interaction",1608031157
jvbta1,gcjbsst,"Information Support, Emotional Support, Esteem Support",1605560664
jvbg63,gcjc8yj,Information Support,1605560836
jv8nvx,gci3yz7,Information Support,1605540763
jv5xjy,gci8zyu,Information Support,1605543298
jv5xjy,gclc1a9,"Information Support, Esteem Support",1605600727
juyzi6,gcgo039,Information Support,1605499386
